sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
南投,南投縣,65,細懸浮微粒,普通,1.2,0.23,21,40,26,16,7,7.5,0.4,1.3,191,2025-04-21 20:00,,0.1,17.6,29,1,120.685306,23.913,36
二林,彰化縣,60,細懸浮微粒,普通,2.5,0.18,17,29,28,14,4,5.2,0.5,1.9,258,2025-04-21 20:00,,0.1,15.8,31,2,120.409653,23.925175,35
線西,彰化縣,63,細懸浮微粒,普通,1.9,0.14,23,34,24,21,4,5.4,1,2.7,231,2025-04-21 20:00,,0.1,16.9,25,1,120.469061,24.131672,34
彰化,彰化縣,63,細懸浮微粒,普通,0.9,0.15,17,32,24,16,6,7.3,0.6,1.4,227,2025-04-21 20:00,,0.1,17,22,1,120.541519,24.066,33
西屯,臺中市,66,細懸浮微粒,普通,1.6,0.18,22,37,25,16,7,7.5,0.4,2.1,197,2025-04-21 20:00,,0.1,18.1,33,1,120.616917,24.162197,32
忠明,臺中市,59,細懸浮微粒,普通,1.3,0.28,14,32,28,12,11,13.7,2,2.3,194,2025-04-21 20:00,,0.2,15.5,32,1,120.641092,24.151958,31
大里,臺中市,70,細懸浮微粒,普通,1.1,0.28,14,35,26,16,13,12.9,0,1.7,244,2025-04-21 20:00,,0.2,19.6,28,0,120.67844444,24.09961111,30
沙鹿,臺中市,59,細懸浮微粒,普通,1.7,0.24,20,34,29,14,8,9.6,0.8,1.2,194,2025-04-21 20:00,,0.2,15.5,35,0,120.568794,24.225628,29
豐原,臺中市,74,細懸浮微粒,普通,1.6,0.31,22,43,26,17,10,11.5,1.4,2.6,182,2025-04-21 20:00,,0.2,20.8,32,0,120.74252414,24.25699731,28
三義,苗栗縣,77,細懸浮微粒,普通,1.7,0.27,16,38,25,15,9,11,1.7,2.1,198,2025-04-21 20:00,,0.2,21.9,33,1,120.75956754,24.38248443,27
苗栗,苗栗縣,62,細懸浮微粒,普通,1.3,0.22,24,37,21,16,6,7.7,1,2.4,238,2025-04-21 20:00,,0.2,16.6,23,1,120.82011468,24.56499183,26
頭份,苗栗縣,63,細懸浮微粒,普通,0.8,0.22,27,39,35,17,5,7.3,1.6,1.4,224,2025-04-21 20:00,,0.1,16.9,29,1,120.89869286,24.69690679,25
新竹,新竹市,57,細懸浮微粒,普通,0.7,0.27,22,37,19,9,7,7.7,0.7,0.9,222,2025-04-21 20:00,,0.2,14.7,22,1,120.97236752,24.8056356,24
竹東,新竹縣,86,細懸浮微粒,普通,0.4,0.36,16,40,37,24,12,13.3,0.4,0.6,41,2025-04-21 20:00,,0.3,25.2,37,0,121.08895493,24.74091408,23
湖口,新竹縣,66,細懸浮微粒,普通,0.5,0.17,23,40,24,21,3,4.1,0.6,1.4,226,2025-04-21 20:00,,0.1,18,22,0,121.03886894,24.90009696,22
龍潭,桃園市,84,細懸浮微粒,普通,0.9,0.32,23,40,32,27,12,13.2,0.9,1.2,171,2025-04-21 20:00,,0.2,24.5,33,0,121.21645772,24.86400048,21
平鎮,桃園市,69,細懸浮微粒,普通,0.4,0.3,12,37,26,12,16,18.4,1.6,0.6,214,2025-04-21 20:00,,0.2,18.9,33,0,121.203986,24.952786,20
觀音,桃園市,62,細懸浮微粒,普通,0,0.14,30,44,22,14,4,5,0.5,1.7,253,2025-04-21 20:00,,0.1,16.7,22,0,121.08283092,25.03556747,19
大園,桃園市,59,細懸浮微粒,普通,0.4,0.21,26,42,21,11,6,8.5,1.5,1.3,204,2025-04-21 20:00,,0.2,15.3,27,0,121.20251473,25.06100357,18
桃園,桃園市,85,細懸浮微粒,普通,0.5,0.44,25,44,44,25,18,18.8,0.6,1,206,2025-04-21 20:00,,0.3,25,36,1,121.30500531,24.9947107,17
大同,臺北市,115,細懸浮微粒,對敏感族群不健康,1.7,3.27,2,29,63,41,48,130.8,82.5,-,-,2025-04-21 20:00,,1.5,36,51,1,121.51342074,25.06331455,16
松山,臺北市,101,細懸浮微粒,對敏感族群不健康,2.2,0.61,18,45,50,34,32,37.5,5.1,0.6,243,2025-04-21 20:00,,0.4,30.7,42,1,121.578611,25.05,15
古亭,臺北市,89,細懸浮微粒,普通,0.6,0.62,24,48,57,36,24,24.7,0.4,0.6,129,2025-04-21 20:00,,0.3,26.5,42,0,121.529556,25.020608,14
萬華,臺北市,90,細懸浮微粒,普通,0.3,0.65,20,41,49,31,29,31.8,2.6,0.8,171,2025-04-21 20:00,,0.5,26.6,43,0,121.507972,25.046503,13
中山,臺北市,96,細懸浮微粒,普通,0.6,0.48,28,43,48,32,20,21.8,1.1,0.9,128,2025-04-21 20:00,,0.5,29.1,45,1,121.526528,25.062361,12
士林,臺北市,85,細懸浮微粒,普通,0.4,0.53,25,48,45,33,21,22,0.7,0.3,334,2025-04-21 20:00,,0.3,24.8,40,0,121.51666356,25.10334003,11
淡水,新北市,89,細懸浮微粒,普通,0.5,0.33,34,55,51,36,12,13,0.6,0.7,150,2025-04-21 20:00,,0.2,26.4,41,0,121.449239,25.1645,10
林口,新北市,81,細懸浮微粒,普通,1.6,0.48,21,48,42,28,27,29.8,2.6,1.2,133,2025-04-21 20:00,,0.2,23.4,33,1,121.36548982,25.07798949,9
菜寮,新北市,105,細懸浮微粒,對敏感族群不健康,0.5,0.73,22,47,57,37,26,28.8,1.9,1.7,188,2025-04-21 20:00,,0.4,32.3,49,0,121.481028,25.06895,8
新莊,新北市,82,細懸浮微粒,普通,1.1,0.61,22,44,48,35,23,23.9,0.6,0.6,244,2025-04-21 20:00,,0.3,23.9,36,0,121.4325,25.037972,7
板橋,新北市,80,細懸浮微粒,普通,0.8,0.57,28,47,56,31,23,24.1,1,0.6,219,2025-04-21 20:00,,0.4,23.1,42,0,121.458667,25.012972,6
土城,新北市,98,細懸浮微粒,普通,0.7,0.51,20,42,53,39,21,22.7,0.8,1.5,154,2025-04-21 20:00,,0.3,29.6,43,0,121.451861,24.982528,5
新店,新北市,90,細懸浮微粒,普通,0.8,0.6,22,48,49,32,26,27.4,1.3,1.5,195,2025-04-21 20:00,,0.4,26.9,40,0,121.537778,24.977222,4
萬里,新北市,76,細懸浮微粒,普通,0.6,0.37,28,61,41,22,9,10.6,0.6,2.6,243,2025-04-21 20:00,,0.3,21.6,41,0,121.689881,25.179667,3
汐止,新北市,85,細懸浮微粒,普通,0.9,0.62,11,49,51,32,36,39.8,3.3,0.4,160,2025-04-21 20:00,,0.4,25.1,37,0,121.64081,25.06624,2
基隆,基隆市,67,細懸浮微粒,普通,2.2,0.57,19,49,30,25,23,25,1.1,0.3,290,2025-04-21 20:00,,0.3,18.5,24,1,121.760056,25.129167,1
屏東(枋山),屏東縣,48,,良好,0.2,0.09,29,36,28,10,0,1.2,0.3,2.5,334,2025-04-21 19:00,,0.1,12,26,0,120.651472,22.260899,313
臺南（南化）,臺南市,53,細懸浮微粒,普通,0.2,0.17,22,46,19,16,7,8.3,0.9,2.9,260,2025-04-21 19:00,,0.1,13.2,23,0,120.44583156,23.04562013,312
新北（樹林）,新北市,88,細懸浮微粒,普通,0.2,0.37,41,47,56,34,12,13.2,0.9,0,62,2025-04-21 19:00,,0.3,26.1,42,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,59,細懸浮微粒,普通,0.6,0.28,40,43,26,12,9,10.6,1.2,0.3,33,2025-04-21 19:00,,0.2,15.3,29,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,64,懸浮微粒,普通,0.4,0.14,25,30,45,16,1,2.1,0.3,3.5,321,2025-04-21 19:00,,0.1,15.9,43,0,120.37722,22.35222,204
高雄（湖內）,高雄市,6,,良好,1,,20,,13,1,,,,1.2,282,2025-04-21 19:00,,,,,,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,47,,良好,0.6,0.22,46,51,21,9,3,3.8,0,0.5,251,2025-04-21 19:00,,0.2,9.9,23,0,121.82463916,24.85366672,201
員林,彰化縣,66,細懸浮微粒,普通,2,0.21,20,40,27,14,7,8.8,1.5,1.9,253,2025-04-21 19:00,,0.1,17.8,33,1,120.5631893,23.9615945,139
大城,彰化縣,53,細懸浮微粒,普通,1.5,0.12,22,30,17,11,2,6.3,3.5,0.6,207,2025-04-21 19:00,,0.1,13.1,22,0,120.26964167,23.85493056,85
富貴角,新北市,122,臭氧八小時,對敏感族群不健康,0.1,0.17,55,77,34,16,2,2.2,0,1.3,243,2025-04-21 19:00,,0.2,24.8,40,0,121.53656894,25.29681695,84
麥寮,雲林縣,48,,良好,0.9,0.14,21,28,20,8,2,2.9,0.9,1.6,229,2025-04-21 19:00,,0.1,11.9,20,0,120.251825,23.753506,83
關山,臺東縣,31,,良好,0.7,0.13,29,32,22,7,2,3.7,0.8,2.4,217,2025-04-21 19:00,,0.1,7.7,17,1,121.161933,23.045083,80
馬公,澎湖縣,46,,良好,0.3,0.12,30,27,19,13,2,3.6,0.8,1.4,236,2025-04-21 19:00,,0.1,11.4,17,0,119.566158,23.569031,78
金門,金門縣,61,細懸浮微粒,普通,0.7,0.13,25,31,18,16,9,10,0.7,1.4,176,2025-04-21 19:00,,0.1,16.3,17,0,118.312256,24.432133,77
馬祖,連江縣,146,臭氧八小時,對敏感族群不健康,1.1,0.34,85,84,63,38,7,8.2,0.6,1.6,190,2025-04-21 19:00,,0.3,37.4,69,0,119.952724,26.153736,75
埔里,南投縣,75,細懸浮微粒,普通,1.1,0.22,37,42,40,19,5,6.5,0.9,1.4,325,2025-04-21 19:00,,0.2,21.1,35,0,120.967903,23.968842,72
復興,高雄市,51,細懸浮微粒,普通,0,0.32,19,26,17,9,7,10.2,2.2,1,273,2025-04-21 19:00,,0.1,12.6,24,0,120.312017,22.608711,71
永和,新北市,91,細懸浮微粒,普通,0.6,0.89,23,37,44,36,28,34.2,5.9,1,86,2025-04-21 19:00,,0.7,27.2,40,0,121.516306,25.017,70
竹山,南投縣,64,細懸浮微粒,普通,0.6,0.16,26,42,29,11,5,6.1,0.3,1.4,218,2025-04-21 19:00,,0.1,17.1,35,0,120.677306,23.756389,69
中壢,桃園市,77,細懸浮微粒,普通,1.4,1.39,9,21,30,16,27,63.3,36,0.2,328,2025-04-21 19:00,,0.9,22,34,0,121.221667,24.953278,68
三重,新北市,107,細懸浮微粒,對敏感族群不健康,0.9,1.41,11,23,49,36,42,88.1,45.8,-,-,2025-04-21 19:00,,0.9,32.8,45,1,121.493806,25.072611,67
冬山,宜蘭縣,38,,良好,0,0.27,44,40,19,9,6,6.9,0.4,0.2,337,2025-04-21 19:00,,0.3,9.4,22,0,121.792928,24.632203,66
宜蘭,宜蘭縣,46,,良好,0,0.33,47,49,22,12,6,6.7,0.5,0.6,315,2025-04-21 19:00,,0.2,11.5,17,0,121.746394,24.747917,65
陽明,臺北市,72,細懸浮微粒,普通,0.2,0.22,45,53,21,11,4,4.6,0.4,2,160,2025-04-21 19:00,,0.2,20.3,30,0,121.529583,25.182722,64
花蓮,花蓮縣,39,,良好,0.8,0.36,31,42,14,12,7,8.5,1,1.1,310,2025-04-21 19:00,,0.2,6.9,14,0,121.599769,23.971306,63
臺東,臺東縣,35,,良好,0.6,0.25,25,31,22,7,6,6.1,0,0.6,305,2025-04-21 19:00,,0.2,7.4,21,0,121.15045,22.755358,62
恆春,屏東縣,51,細懸浮微粒,普通,1.5,0.12,34,45,19,8,0,1.4,0.6,2.8,287,2025-04-21 19:00,,0.1,12.6,22,1,120.788928,21.958069,61
潮州,屏東縣,78,細懸浮微粒,普通,,0.21,23,51,28,16,8,8.5,0.1,2.4,291,2025-04-21 19:00,,0.3,22.2,43,0,120.561175,22.523108,60
屏東,屏東縣,64,細懸浮微粒,普通,0.8,0.22,25,48,32,12,6,7.5,0.8,2.4,283,2025-04-21 19:00,,0.2,17.1,42,0,120.488033,22.673081,59
小港,高雄市,59,細懸浮微粒,普通,0.4,0.17,20,25,16,13,8,9.9,1.1,2.4,297,2025-04-21 19:00,,0.1,15.5,24,0,120.337736,22.565833,58
前鎮,高雄市,52,細懸浮微粒,普通,1.5,0.29,21,27,20,12,7,10,2.1,1.7,13,2025-04-21 19:00,,0.1,13,27,1,120.30833356,22.6044507,57
前金,高雄市,56,細懸浮微粒,普通,0.4,0.18,17,30,23,11,9,15.3,5.8,3.2,324,2025-04-21 19:00,,0.1,14.5,29,0,120.28676111,22.63390278,56
左營,高雄市,53,細懸浮微粒,普通,0.7,0.13,20,26,14,9,3,4,0.7,1.8,332,2025-04-21 19:00,,0.1,13.1,22,0,120.292917,22.674861,54
楠梓,高雄市,58,懸浮微粒,普通,0.4,0.19,20,30,21,12,6,6.7,0.2,1.3,292,2025-04-21 19:00,,0.1,14.8,37,0,120.328289,22.733667,53
林園,高雄市,62,細懸浮微粒,普通,,0.25,13,24,32,17,14,16.1,1.1,1.9,306,2025-04-21 19:00,,0.1,16.6,32,1,120.41175,22.4795,52
大寮,高雄市,69,細懸浮微粒,普通,0.7,0.24,18,38,30,14,11,12.4,1.3,1.5,319,2025-04-21 19:00,,0.2,19,39,1,120.425311,22.56413611,51
鳳山,高雄市,70,細懸浮微粒,普通,0.9,0.57,17,34,25,17,9,12.7,2.7,1.4,290,2025-04-21 19:00,,0.4,19.5,34,1,120.357422,22.628126,50
仁武,高雄市,57,細懸浮微粒,普通,2.4,0.21,24,,22,11,6,7.8,1.1,2.1,316,2025-04-21 19:00,,0.1,14.7,28,1,120.332631,22.689056,49
橋頭,高雄市,61,細懸浮微粒,普通,2,0.17,23,33,19,15,4,5.3,0.4,1.8,322,2025-04-21 19:00,,0.1,16.3,27,1,120.305689,22.757506,48
美濃,高雄市,68,細懸浮微粒,普通,1.3,0.23,32,49,34,17,5,6.3,0.7,1.6,264,2025-04-21 19:00,,0.2,18.6,31,0,120.530542,22.883583,47
臺南,臺南市,52,細懸浮微粒,普通,0.1,0.19,23,31,23,10,3,4.6,0.7,1.3,300,2025-04-21 19:00,,0.1,12.7,25,0,120.21947897,22.98928311,46
安南,臺南市,52,細懸浮微粒,普通,0.4,0.17,21,30,19,13,2,4.3,1.3,1.5,301,2025-04-21 19:00,,0.1,12.9,29,0,120.2175,23.048197,45
善化,臺南市,60,細懸浮微粒,普通,0.1,0.12,23,32,14,17,3,5,1.1,1.3,319,2025-04-21 19:00,,0.1,15.7,25,1,120.29740529,23.11337642,44
新營,臺南市,57,細懸浮微粒,普通,0.1,0.18,19,31,21,12,5,6.5,0.7,1.4,258,2025-04-21 19:00,,0.1,14.8,24,0,120.31725,23.305633,43
嘉義,嘉義市,55,細懸浮微粒,普通,1.3,0.16,23,37,22,10,5,5.5,0.3,2.5,236,2025-04-21 19:00,,0.1,13.9,28,1,120.44125148,23.46477865,42
臺西,雲林縣,41,,良好,0.3,0.13,22,27,18,9,1,1.4,0,2.1,226,2025-04-21 19:00,,0.1,10.1,18,0,120.19933333,23.702175,41
朴子,嘉義縣,58,細懸浮微粒,普通,0.3,0.16,22,30,15,10,4,4.8,0.4,1,200,2025-04-21 19:00,,0.1,15.1,22,1,120.2478,23.46538,40
新港,嘉義縣,54,細懸浮微粒,普通,1,0.13,22,33,20,11,3,3.9,0.8,1.3,219,2025-04-21 19:00,,0.1,13.5,25,1,120.345531,23.554839,39
崙背,雲林縣,62,細懸浮微粒,普通,1,0.18,19,29,31,19,2,3.4,0.6,0.4,252,2025-04-21 19:00,,0.1,16.6,25,0,120.348742,23.757547,38
斗六,雲林縣,66,細懸浮微粒,普通,1.1,0.25,24,42,29,17,5,6.9,1.1,1.4,228,2025-04-21 19:00,,0.2,18.1,30,1,120.544994,23.711853,37
南投,南投縣,68,細懸浮微粒,普通,1.4,0.2,28,43,23,16,5,6.5,0.7,1.5,189,2025-04-21 19:00,,0.1,18.6,30,1,120.685306,23.913,36
二林,彰化縣,61,細懸浮微粒,普通,2.3,0.16,23,32,34,14,2,2.8,0.4,1.7,258,2025-04-21 19:00,,0.1,16,31,2,120.409653,23.925175,35
線西,彰化縣,59,細懸浮微粒,普通,1.3,0.13,27,36,21,11,3,4.9,1.2,1.7,238,2025-04-21 19:00,,0.1,15.5,25,1,120.469061,24.131672,34
彰化,彰化縣,63,細懸浮微粒,普通,0.7,0.16,21,35,19,14,6,7.2,0.7,0.9,221,2025-04-21 19:00,,0.1,16.8,22,1,120.541519,24.066,33
西屯,臺中市,67,細懸浮微粒,普通,1.6,0.16,25,41,23,13,5,6.2,0.6,2,221,2025-04-21 19:00,,0.1,18.2,34,1,120.616917,24.162197,32
忠明,臺中市,62,細懸浮微粒,普通,1.3,0.26,19,34,22,9,8,10.6,1.9,1.8,257,2025-04-21 19:00,,0.2,16.7,34,1,120.641092,24.151958,31
大里,臺中市,73,細懸浮微粒,普通,0.8,0.29,18,38,24,18,11,11.3,0.2,1.6,242,2025-04-21 19:00,,0.2,20.5,29,0,120.67844444,24.09961111,30
沙鹿,臺中市,60,細懸浮微粒,普通,1.3,0.26,21,37,45,12,8,10.2,1.4,1.1,206,2025-04-21 19:00,,0.2,15.7,35,0,120.568794,24.225628,29
豐原,臺中市,74,細懸浮微粒,普通,1.3,0.33,24,47,22,16,9,11.4,1.7,2.7,195,2025-04-21 19:00,,0.2,20.8,33,0,120.74252414,24.25699731,28
三義,苗栗縣,77,細懸浮微粒,普通,3.1,0.35,16,42,34,25,13,16.3,2.9,2,183,2025-04-21 19:00,,0.2,22.1,35,1,120.75956754,24.38248443,27
苗栗,苗栗縣,62,細懸浮微粒,普通,1.2,0.21,27,40,23,14,5,6.6,0.9,1,331,2025-04-21 19:00,,0.2,16.6,23,1,120.82011468,24.56499183,26
頭份,苗栗縣,62,細懸浮微粒,普通,0.9,0.22,29,41,29,13,3,5.6,1.6,2.3,260,2025-04-21 19:00,,0.2,16.5,27,1,120.89869286,24.69690679,25
新竹,新竹市,62,細懸浮微粒,普通,0.7,0.3,25,38,20,15,7,8.3,0.8,1.7,236,2025-04-21 19:00,,0.2,16.5,24,1,120.97236752,24.8056356,24
竹東,新竹縣,85,細懸浮微粒,普通,0.5,0.4,26,42,42,31,12,12.7,0.3,0.8,107,2025-04-21 19:00,,0.2,25.1,37,0,121.08895493,24.74091408,23
湖口,新竹縣,64,細懸浮微粒,普通,0.9,0.16,25,42,19,11,3,4.3,0.7,1.7,268,2025-04-21 19:00,,0.2,17.1,22,0,121.03886894,24.90009696,22
龍潭,桃園市,84,細懸浮微粒,普通,0.8,0.27,30,41,33,24,11,11.5,0.5,1.2,245,2025-04-21 19:00,,0.2,24.6,34,0,121.21645772,24.86400048,21
平鎮,桃園市,74,細懸浮微粒,普通,0.4,0.31,20,40,25,15,12,14.6,1.8,1,288,2025-04-21 19:00,,0.2,21,34,0,121.203986,24.952786,20
觀音,桃園市,64,細懸浮微粒,普通,0,0.15,34,45,23,15,4,5.5,0.7,1.2,242,2025-04-21 19:00,,0.1,17.2,22,0,121.08283092,25.03556747,19
大園,桃園市,60,細懸浮微粒,普通,0.6,0.21,32,44,25,12,5,6.8,1.4,1.7,237,2025-04-21 19:00,,0.2,15.9,29,0,121.20251473,25.06100357,18
桃園,桃園市,84,細懸浮微粒,普通,0.7,0.45,36,46,40,28,18,19.2,0.6,0.3,191,2025-04-21 19:00,,0.3,24.6,35,1,121.30500531,24.9947107,17
大同,臺北市,112,細懸浮微粒,對敏感族群不健康,1.5,2.73,10,32,58,38,42,89.5,47.1,-,-,2025-04-21 19:00,,1.2,35.1,48,1,121.51342074,25.06331455,16
松山,臺北市,99,細懸浮微粒,普通,1.7,0.59,21,50,49,33,36,39,2.7,0.8,10,2025-04-21 19:00,,0.4,29.9,40,1,121.578611,25.05,15
古亭,臺北市,84,細懸浮微粒,普通,0.7,0.51,32,51,50,27,20,20.8,0.5,0.8,181,2025-04-21 19:00,,0.3,24.5,39,0,121.529556,25.020608,14
萬華,臺北市,89,細懸浮微粒,普通,0.5,0.65,25,44,45,25,25,27.8,1.9,0.4,120,2025-04-21 19:00,,0.4,26.2,42,0,121.507972,25.046503,13
中山,臺北市,94,細懸浮微粒,普通,0.8,0.6,26,45,53,34,26,27.7,1.7,1.6,123,2025-04-21 19:00,,0.5,28.1,44,1,121.526528,25.062361,12
士林,臺北市,80,細懸浮微粒,普通,0.4,0.38,39,52,42,27,14,15.1,0.7,0.2,40,2025-04-21 19:00,,0.2,23.1,39,0,121.51666356,25.10334003,11
淡水,新北市,81,細懸浮微粒,普通,0.6,0.57,45,57,51,31,8,9.5,0.5,1.4,160,2025-04-21 19:00,,0.2,23.5,37,0,121.449239,25.1645,10
林口,新北市,77,細懸浮微粒,普通,1.6,0.38,31,49,34,31,22,24.6,1.7,1,230,2025-04-21 19:00,,0.2,22,30,1,121.36548982,25.07798949,9
菜寮,新北市,100,細懸浮微粒,普通,0.6,0.64,29,50,53,35,23,25.8,1.9,0.4,277,2025-04-21 19:00,,0.4,30.4,46,0,121.481028,25.06895,8
新莊,新北市,75,細懸浮微粒,普通,1,0.58,27,47,46,31,20,21.4,0.7,0.5,185,2025-04-21 19:00,,0.3,21.2,33,0,121.4325,25.037972,7
板橋,新北市,75,細懸浮微粒,普通,0.8,0.61,31,49,52,29,23,24.9,1,1.6,127,2025-04-21 19:00,,0.3,21.3,39,0,121.458667,25.012972,6
土城,新北市,92,細懸浮微粒,普通,0.9,0.55,26,44,54,35,22,23.5,0.7,0.5,120,2025-04-21 19:00,,0.3,27.4,41,0,121.451861,24.982528,5
新店,新北市,87,細懸浮微粒,普通,0.8,0.57,28,51,42,32,25,27,1.6,0.5,180,2025-04-21 19:00,,0.3,25.7,39,0,121.537778,24.977222,4
萬里,新北市,90,臭氧八小時,普通,0.8,0.37,42,67,39,21,9,10.1,0.2,0.8,203,2025-04-21 19:00,,0.3,21.2,40,0,121.689881,25.179667,3
汐止,新北市,82,細懸浮微粒,普通,2.3,0.56,25,54,44,27,29,31.1,1.5,0.4,216,2025-04-21 19:00,,0.3,23.7,34,0,121.64081,25.06624,2
基隆,基隆市,62,細懸浮微粒,普通,1.6,0.48,39,54,23,18,17,17.7,0.6,0.4,147,2025-04-21 19:00,,0.3,16.5,22,1,121.760056,25.129167,1
屏東(枋山),屏東縣,48,,良好,0,0.1,34,38,24,12,0,1,0.3,3,308,2025-04-21 18:00,,0.1,11.8,26,0,120.651472,22.260899,313
臺南（南化）,臺南市,51,細懸浮微粒,普通,0.1,0.16,30,48,21,8,5,6.2,0.6,4.2,2,2025-04-21 18:00,,0.1,12.6,24,0,120.44583156,23.04562013,312
新北（樹林）,新北市,81,細懸浮微粒,普通,0.2,0.44,41,45,51,31,16,18,1.2,0,52,2025-04-21 18:00,,0.3,23.6,38,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,60,細懸浮微粒,普通,0.8,0.29,47,41,33,17,10,11.9,1.8,1,310,2025-04-21 18:00,,0.2,15.8,30,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,65,懸浮微粒,普通,0.3,0.16,24,30,45,18,1,1.7,0.6,3.5,319,2025-04-21 18:00,,0.1,15.5,44,0,120.37722,22.35222,204
高雄（湖內）,高雄市,-1,,,,,21,,23,1,,,,2.3,279,2025-04-21 18:00,,,,,,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,47,,良好,0.6,0.23,50,51,28,9,3,3.8,0,0.2,157,2025-04-21 18:00,,0.2,9.6,22,0,121.82463916,24.85366672,201
員林,彰化縣,68,細懸浮微粒,普通,2.1,0.2,27,42,28,13,5,7.5,1.9,2.4,260,2025-04-21 18:00,,0.2,18.7,33,1,120.5631893,23.9615945,139
大城,彰化縣,54,細懸浮微粒,普通,1.2,0.11,28,31,13,14,1,4.7,3.5,1.2,247,2025-04-21 18:00,,0.1,13.7,24,0,120.26964167,23.85493056,85
富貴角,新北市,140,臭氧八小時,對敏感族群不健康,0.2,0.19,59,82,30,20,2,2.6,0,0.6,243,2025-04-21 18:00,,0.2,26.5,40,0,121.53656894,25.29681695,84
麥寮,雲林縣,52,細懸浮微粒,普通,1,0.13,23,30,18,12,1,2.6,1,2,236,2025-04-21 18:00,,0.1,12.9,19,0,120.251825,23.753506,83
關山,臺東縣,33,,良好,0.9,0.13,31,32,20,5,3,4.4,1,2.2,216,2025-04-21 18:00,,0.1,8.3,17,1,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,0,0.13,29,26,17,12,2,3.4,1.1,2.3,250,2025-04-21 18:00,,0.1,10.7,17,0,119.566158,23.569031,78
金門,金門縣,60,細懸浮微粒,普通,0.5,0.14,33,31,20,19,6,7.7,0.7,1.7,186,2025-04-21 18:00,,0.1,15.9,17,0,118.312256,24.432133,77
馬祖,連江縣,143,臭氧八小時,對敏感族群不健康,0.9,0.31,82,83,63,30,7,7.7,0.7,1.4,206,2025-04-21 18:00,,0.3,37.8,72,0,119.952724,26.153736,75
埔里,南投縣,77,細懸浮微粒,普通,1,0.23,43,41,44,21,4,5.7,0.7,2.5,284,2025-04-21 18:00,,0.2,21.9,35,0,120.967903,23.968842,72
復興,高雄市,53,細懸浮微粒,普通,0,0.27,23,27,20,14,7,9.8,2.6,0.4,208,2025-04-21 18:00,,0.1,13.4,25,0,120.312017,22.608711,71
永和,新北市,86,細懸浮微粒,普通,0.9,0.96,24,38,45,28,31,37.9,6,1.3,290,2025-04-21 18:00,,0.7,25.4,40,0,121.516306,25.017,70
竹山,南投縣,67,細懸浮微粒,普通,0.8,0.16,31,43,38,15,5,5.7,0.3,1.7,253,2025-04-21 18:00,,0.1,18.5,36,0,120.677306,23.756389,69
中壢,桃園市,79,細懸浮微粒,普通,1.7,1.49,16,21,31,19,32,69.9,37.4,0.3,200,2025-04-21 18:00,,0.8,22.8,35,0,121.221667,24.953278,68
三重,新北市,107,細懸浮微粒,對敏感族群不健康,1.2,1.64,11,25,52,34,46,103.8,57.8,-,-,2025-04-21 18:00,,0.9,32.9,45,1,121.493806,25.072611,67
冬山,宜蘭縣,39,,良好,0,0.3,37,37,23,9,10,12.1,1.6,1.1,346,2025-04-21 18:00,,0.4,9.6,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,46,,良好,0.2,0.32,48,49,22,14,5,5.8,0.5,1.4,86,2025-04-21 18:00,,0.2,11.3,16,0,121.746394,24.747917,65
陽明,臺北市,81,細懸浮微粒,普通,0.3,0.25,48,51,22,15,5,5.6,0.4,2.5,160,2025-04-21 18:00,,0.2,23.5,34,0,121.529583,25.182722,64
花蓮,花蓮縣,40,,良好,0.7,0.29,35,43,14,1,4,5.3,1,1.4,300,2025-04-21 18:00,,0.2,6.2,13,0,121.599769,23.971306,63
臺東,臺東縣,33,,良好,0.6,0.3,23,32,21,5,8,9.1,1,0.8,342,2025-04-21 18:00,,0.1,7.7,20,0,121.15045,22.755358,62
恆春,屏東縣,55,細懸浮微粒,普通,1.5,0.12,32,46,19,10,1,1.7,0.7,4,283,2025-04-21 18:00,,0.1,13.8,24,1,120.788928,21.958069,61
潮州,屏東縣,79,細懸浮微粒,普通,,,,57,36,20,,,,2.7,287,2025-04-21 18:00,,0.3,22.7,47,0,120.561175,22.523108,60
屏東,屏東縣,67,懸浮微粒,普通,1.2,0.24,30,51,24,11,7,8.6,0.9,2.6,310,2025-04-21 18:00,,0.2,17.7,45,0,120.488033,22.673081,59
小港,高雄市,59,細懸浮微粒,普通,0.5,0.17,21,25,23,13,9,11.6,2.1,3.4,299,2025-04-21 18:00,,0.1,15.6,24,0,120.337736,22.565833,58
前鎮,高雄市,53,細懸浮微粒,普通,1.5,0.24,24,28,27,11,7,10.2,2.5,1.1,4,2025-04-21 18:00,,0.1,13.2,28,1,120.30833356,22.6044507,57
前金,高雄市,58,細懸浮微粒,普通,0.4,0.19,19,32,30,11,13,23.7,10.2,2.8,335,2025-04-21 18:00,,0.1,15,29,0,120.28676111,22.63390278,56
